Date,Open,High,Low,Close,Adj Close,Volume
2000-02-25,5080.0,5150.0,4980.0,5120.0,3918.16845703125,27875000
2000-02-28,5000.0,5050.0,4800.0,4800.0,3673.283447265625,30140000
2000-02-29,4900.0,5140.0,4840.0,5120.0,3918.16845703125,51820000
2000-03-01,5120.0,5120.0,5120.0,5120.0,3918.16845703125,0
2000-03-02,5880.0,5880.0,5520.0,5880.0,4499.77197265625,117750000
2000-03-03,6200.0,6250.0,5880.0,6000.0,4591.6044921875,140990000
2000-03-06,6000.0,6050.0,5600.0,5640.0,4316.107421875,39150000
2000-03-07,5600.0,5640.0,5480.0,5620.0,4300.8017578125,30070000
2000-03-08,5520.0,6000.0,5500.0,5920.0,4530.3837890625,32460000
2000-03-09,5970.0,5980.0,5620.0,5620.0,4300.8017578125,55890000
2000-03-10,5790.0,5800.0,5520.0,5540.0,4239.5810546875,28605000
2000-03-13,5480.0,5490.0,5160.0,5180.0,3964.085205078125,32215000
2000-03-14,5170.0,5380.0,5160.0,5210.0,3987.043212890625,30060000
2000-03-15,5200.0,5400.0,5120.0,5400.0,4132.44384765625,46105000
2000-03-16,5480.0,5520.0,5360.0,5400.0,4132.44384765625,28795000
2000-03-17,5540.0,5560.0,5400.0,5480.0,4193.6650390625,24080000
2000-03-20,5600.0,5710.0,5530.0,5660.0,4331.41259765625,26365000
2000-03-21,5700.0,5940.0,5610.0,5880.0,4499.77197265625,44925000
2000-03-22,5960.0,6300.0,5880.0,6200.0,4744.65771484375,86975000
2000-03-23,6480.0,6580.0,6200.0,6200.0,4744.65771484375,64950000
2000-03-24,6320.0,7120.0,6180.0,6800.0,5203.81787109375,90260000
2000-03-27,6960.0,7040.0,6700.0,6800.0,5203.81787109375,67730000
2000-03-28,6900.0,7260.0,6820.0,7030.0,5379.8291015625,74425000
2000-03-29,7030.0,7680.0,6980.0,7660.0,5861.94775390625,78090000
2000-03-30,7520.0,7560.0,7050.0,7050.0,5395.13330078125,74645000
2000-03-31,6800.0,7070.0,6650.0,6700.0,5127.29052734375,63855000
2000-04-03,6920.0,7320.0,6860.0,7100.0,5433.3974609375,56805000
2000-04-04,7000.0,7290.0,6660.0,6800.0,5203.81787109375,58340000
2000-04-05,6800.0,6800.0,6800.0,6800.0,5203.81787109375,0
2000-04-06,6860.0,6960.0,6680.0,6680.0,5111.98583984375,47235000
2000-04-07,6860.0,7260.0,6780.0,7200.0,5509.92431640625,42355000
2000-04-10,7500.0,7500.0,7200.0,7300.0,5586.45068359375,35885000
2000-04-11,7200.0,7200.0,6950.0,7100.0,5433.3974609375,29075000
2000-04-12,6960.0,7030.0,6860.0,6910.0,5287.99755859375,35250000
2000-04-13,6910.0,6910.0,6910.0,6910.0,5287.99755859375,0
2000-04-14,6600.0,6680.0,6260.0,6260.0,4790.5732421875,62365000
2000-04-17,5420.0,5750.0,5340.0,5520.0,4224.27587890625,78050000
2000-04-18,6200.0,6240.0,5860.0,6040.0,4622.21533203125,73730000
2000-04-19,6300.0,6460.0,5860.0,6000.0,4591.6044921875,60615000
2000-04-20,5960.0,6160.0,5920.0,6020.0,4606.908203125,37335000
2000-04-21,6060.0,6180.0,5970.0,6050.0,4629.869140625,26425000
2000-04-24,5970.0,6030.0,5760.0,5800.0,4438.5498046875,27830000
2000-04-25,5620.0,5760.0,5520.0,5640.0,4316.107421875,34900000
2000-04-26,5820.0,5860.0,5600.0,5600.0,4285.49658203125,39290000
2000-04-27,5520.0,5700.0,5400.0,5400.0,4132.44384765625,54110000
2000-04-28,5500.0,6100.0,5460.0,6000.0,4591.6044921875,75530000
2000-05-01,6000.0,6000.0,6000.0,6000.0,4591.6044921875,0
2000-05-02,6200.0,6530.0,6120.0,6280.0,4805.8779296875,72335000
2000-05-03,6240.0,6260.0,6090.0,6180.0,4729.35205078125,26585000
2000-05-04,6220.0,6360.0,6140.0,6180.0,4729.35205078125,26100000
2000-05-05,6180.0,6180.0,6180.0,6180.0,4729.35205078125,0
2000-05-08,6400.0,6700.0,6300.0,6560.0,5020.1533203125,52695000
2000-05-09,6560.0,6560.0,6560.0,6560.0,5020.1533203125,0
2000-05-10,6320.0,6390.0,6270.0,6350.0,4859.447265625,27620000
2000-05-11,6350.0,6350.0,6350.0,6350.0,4859.447265625,0
2000-05-12,6420.0,6440.0,6160.0,6160.0,4714.046875,47170000
2000-05-15,6290.0,6530.0,6220.0,6440.0,4928.3212890625,47120000
2000-05-16,6510.0,6800.0,6510.0,6800.0,5203.81787109375,39620000
2000-05-17,7000.0,7340.0,6920.0,6920.0,5295.64990234375,76235000
2000-05-18,6740.0,7000.0,6680.0,6800.0,5203.81787109375,36580000
2000-05-19,6740.0,6900.0,6600.0,6900.0,5280.3447265625,41450000
2000-05-22,6720.0,6830.0,6620.0,6670.0,5104.33349609375,36385000
2000-05-23,6500.0,6700.0,6350.0,6380.0,4882.40478515625,41290000
2000-05-24,6160.0,6370.0,5920.0,6200.0,4744.65771484375,72150000
2000-05-25,6330.0,6380.0,5930.0,6000.0,4591.6044921875,85965000
2000-05-26,5900.0,5990.0,5600.0,5600.0,4285.49658203125,67100000
2000-05-29,5260.0,5680.0,5240.0,5460.0,4178.3603515625,67130000
2000-05-30,5460.0,5460.0,5460.0,5460.0,4178.3603515625,0
2000-05-31,6000.0,6290.0,5960.0,6160.0,4714.046875,83935000
2000-06-01,6200.0,6410.0,6120.0,6300.0,4821.1845703125,50230000
2000-06-02,6690.0,6900.0,6510.0,6620.0,5066.068359375,84385000
2000-06-05,6920.0,6980.0,6680.0,6740.0,5157.9013671875,48010000
2000-06-06,6740.0,6740.0,6740.0,6740.0,5157.9013671875,0
2000-06-07,6600.0,6980.0,6510.0,6800.0,5203.81787109375,53365000
2000-06-08,6660.0,6960.0,6530.0,6530.0,4997.19482421875,58550000
2000-06-09,6600.0,7040.0,6530.0,7020.0,5372.17529296875,63860000
2000-06-12,7200.0,7280.0,7030.0,7190.0,5502.2705078125,49515000
2000-06-13,7060.0,7100.0,6870.0,7060.0,5402.78662109375,42495000
2000-06-14,7230.0,7640.0,7090.0,7640.0,5846.6435546875,63020000
2000-06-15,7560.0,7560.0,7000.0,7000.0,5356.8701171875,61225000
2000-06-16,6900.0,6960.0,6710.0,6740.0,5157.9013671875,66455000
2000-06-19,6600.0,6950.0,6550.0,6700.0,5127.29052734375,53560000
2000-06-20,6940.0,7180.0,6830.0,7140.0,5464.00927734375,59790000
2000-06-21,7300.0,7380.0,7070.0,7080.0,5418.09228515625,37585000
2000-06-22,7240.0,7270.0,6960.0,7040.0,5387.48193359375,33635000
2000-06-23,6980.0,7010.0,6860.0,7000.0,5356.8701171875,29215000
2000-06-26,7100.0,7360.0,6990.0,7210.0,5517.57568359375,39980000
2000-06-27,7320.0,7440.0,7190.0,7310.0,5594.1025390625,45535000
2000-06-28,7220.0,7540.0,7220.0,7520.0,5754.81005859375,47295000
2000-06-29,7600.0,7740.0,7380.0,7490.0,5731.8525390625,61120000
2000-06-30,7440.0,7540.0,7290.0,7380.0,5647.6728515625,35250000
2000-07-03,7440.0,7550.0,7420.0,7500.0,5739.5048828125,25975000
2000-07-04,7600.0,7620.0,7350.0,7350.0,5624.71435546875,32810000
2000-07-05,7390.0,7520.0,7350.0,7430.0,5685.93603515625,24895000
2000-07-06,7240.0,7350.0,7180.0,7300.0,5586.45068359375,60340000
2000-07-07,7340.0,7460.0,7230.0,7360.0,5632.36767578125,40580000
2000-07-10,7440.0,7630.0,7410.0,7600.0,5816.03125,42505000
2000-07-11,7580.0,7740.0,7450.0,7450.0,5701.24169921875,34945000
2000-07-12,7520.0,7660.0,7460.0,7640.0,5846.6435546875,40140000
2000-07-13,7700.0,7880.0,7570.0,7760.0,5938.47705078125,48805000
2000-07-14,7780.0,7840.0,7540.0,7550.0,5777.767578125,30425000
2000-07-17,7550.0,7550.0,7550.0,7550.0,5777.767578125,0
2000-07-18,7550.0,7620.0,7440.0,7460.0,5708.89453125,19605000
2000-07-19,7550.0,7620.0,7440.0,7460.0,5708.89453125,19605000
2000-07-20,7060.0,7110.0,6840.0,6900.0,5280.3447265625,40315000
2000-07-21,6960.0,7050.0,6760.0,6920.0,5295.64990234375,48395000
2000-07-24,6640.0,6740.0,6360.0,6380.0,4882.40478515625,49015000
2000-07-25,6310.0,6400.0,6120.0,6280.0,4805.8779296875,56735000
2000-07-26,6400.0,6580.0,6360.0,6550.0,5012.49951171875,54745000
2000-07-27,6220.0,6360.0,6100.0,6230.0,4767.615234375,43540000
2000-07-28,5800.0,5910.0,5710.0,5730.0,4384.9814453125,83035000
2000-07-31,5730.0,5910.0,5550.0,5900.0,4515.07666015625,46615000
2000-08-01,5960.0,6270.0,5870.0,6220.0,4759.96435546875,53120000
2000-08-02,6100.0,6170.0,5930.0,6070.0,4645.1728515625,37190000
2000-08-03,6180.0,6180.0,5970.0,6030.0,4614.5625,27815000
2000-08-04,5930.0,6010.0,5850.0,5920.0,4530.3837890625,23605000
2000-08-07,5740.0,5770.0,5580.0,5580.0,4270.19189453125,28765000
2000-08-08,5660.0,5750.0,5570.0,5580.0,4270.19189453125,33475000
2000-08-09,5680.0,6040.0,5680.0,6000.0,4591.6044921875,39570000
2000-08-10,6000.0,6160.0,5860.0,6160.0,4714.046875,40830000
2000-08-11,6000.0,6070.0,5880.0,5960.0,4560.9921875,33840000
2000-08-14,6060.0,6160.0,6000.0,6020.0,4606.908203125,23730000
2000-08-15,6020.0,6020.0,6020.0,6020.0,4606.908203125,0
2000-08-16,6500.0,6530.0,6330.0,6420.0,4913.01611328125,51915000
2000-08-17,6480.0,6560.0,6340.0,6440.0,4928.3212890625,36345000
2000-08-18,6500.0,6520.0,6200.0,6200.0,4744.65771484375,21370000
2000-08-21,6200.0,6340.0,6190.0,6270.0,4798.22705078125,20950000
2000-08-22,6260.0,6470.0,6240.0,6460.0,4943.62646484375,27710000
2000-08-23,6450.0,6450.0,6160.0,6190.0,4737.00537109375,27905000
2000-08-24,6260.0,6300.0,6100.0,6220.0,4759.96435546875,31700000
2000-08-25,6180.0,6400.0,6110.0,6400.0,4897.70947265625,21960000
2000-08-28,6340.0,6380.0,6260.0,6330.0,4844.14208984375,17630000
2000-08-29,6320.0,6380.0,6160.0,6220.0,4759.96435546875,16765000
2000-08-30,6140.0,6190.0,6020.0,6030.0,4614.5625,23735000
2000-08-31,5900.0,5900.0,5380.0,5470.0,4186.01171875,114120000
2000-09-01,5540.0,5600.0,5420.0,5540.0,4239.5810546875,49955000
2000-09-04,5440.0,5550.0,5310.0,5340.0,4086.5283203125,28625000
2000-09-05,5260.0,5340.0,5030.0,5150.0,3941.12646484375,79765000
2000-09-06,5200.0,5280.0,5090.0,5150.0,3941.12646484375,53120000
2000-09-07,4940.0,4980.0,4760.0,4790.0,3665.63037109375,83905000
2000-09-08,4900.0,4930.0,4790.0,4880.0,3734.5048828125,57170000
2000-09-11,4880.0,4880.0,4880.0,4880.0,3734.5048828125,0
2000-09-12,4880.0,4880.0,4880.0,4880.0,3734.5048828125,0
2000-09-13,4880.0,4880.0,4880.0,4880.0,3734.5048828125,0
2000-09-14,4600.0,4710.0,4440.0,4710.0,3604.408203125,106130000
2000-09-15,4500.0,4620.0,4300.0,4350.0,3328.91357421875,82695000
2000-09-18,4010.0,4120.0,3700.0,3970.0,3038.111328125,146305000
2000-09-19,3990.0,4370.0,3900.0,4160.0,3183.511962890625,100525000
2000-09-20,4600.0,4660.0,4460.0,4600.0,3520.229736328125,103410000
2000-09-21,4590.0,4660.0,4320.0,4400.0,3367.17626953125,65445000
2000-09-22,3840.0,4050.0,3780.0,3800.0,2908.015625,103265000
2000-09-25,3880.0,4110.0,3840.0,4090.0,3129.944091796875,65985000
2000-09-26,3900.0,4040.0,3900.0,4000.0,3061.0693359375,58430000
2000-09-27,4000.0,4100.0,3960.0,4030.0,3084.02685546875,69795000
2000-09-28,4100.0,4190.0,4030.0,4060.0,3106.9853515625,52470000
2000-09-29,4120.0,4120.0,3940.0,4040.0,3091.679443359375,57535000
2000-10-02,3840.0,3880.0,3760.0,3810.0,2915.66845703125,41120000
2000-10-03,3810.0,3810.0,3810.0,3810.0,2915.66845703125,0
2000-10-04,3700.0,3950.0,3590.0,3890.0,2976.890625,82635000
2000-10-05,4020.0,4080.0,3940.0,3940.0,3015.153076171875,62745000
2000-10-06,3800.0,3900.0,3760.0,3900.0,2984.542724609375,54935000
2000-10-09,3820.0,3840.0,3680.0,3690.0,2823.83642578125,63195000
2000-10-10,3700.0,3810.0,3590.0,3660.0,2800.878173828125,62145000
2000-10-11,3450.0,3460.0,3210.0,3220.0,2464.16064453125,103605000
2000-10-12,3140.0,3280.0,3140.0,3140.0,2402.93896484375,79535000
2000-10-13,3000.0,3090.0,2830.0,3030.0,2318.760009765625,115295000
2000-10-16,3030.0,3030.0,3030.0,3030.0,2318.760009765625,0
2000-10-17,2980.0,3080.0,2730.0,2740.0,2096.83251953125,65300000
2000-10-18,2540.0,2760.0,2420.0,2730.0,2089.18017578125,164215000
2000-10-19,2730.0,3050.0,2690.0,2900.0,2219.27490234375,137720000
2000-10-20,3240.0,3330.0,3190.0,3330.0,2548.34033203125,118825000
2000-10-23,3490.0,3520.0,3160.0,3200.0,2448.854736328125,139960000
2000-10-24,3180.0,3420.0,3100.0,3340.0,2555.992919921875,97115000
2000-10-25,3200.0,3260.0,3130.0,3210.0,2456.508056640625,68730000
2000-10-26,2930.0,3030.0,2740.0,2890.0,2211.623291015625,133290000
2000-10-27,2890.0,2890.0,2890.0,2890.0,2211.623291015625,0
2000-10-30,2800.0,2880.0,2720.0,2750.0,2104.4853515625,36830000
2000-10-31,2750.0,2850.0,2630.0,2850.0,2181.011474609375,63190000
2000-11-01,3000.0,3270.0,2960.0,3260.0,2494.771484375,94165000
2000-11-02,3200.0,3430.0,3170.0,3320.0,2540.6875,123180000
2000-11-03,3420.0,3470.0,3370.0,3440.0,2632.519287109375,80420000
2000-11-06,3460.0,3670.0,3380.0,3510.0,2686.087646484375,71865000
2000-11-07,3460.0,3550.0,3380.0,3440.0,2632.519287109375,53740000
2000-11-08,3400.0,3460.0,3280.0,3410.0,2609.56201171875,58215000
2000-11-09,3300.0,3430.0,3260.0,3400.0,2601.908935546875,52305000
2000-11-10,3360.0,3440.0,3320.0,3380.0,2586.603759765625,35140000
2000-11-13,3220.0,3260.0,3100.0,3150.0,2410.59228515625,51070000
2000-11-14,3210.0,3320.0,3210.0,3290.0,2517.729736328125,31755000
2000-11-15,3450.0,3460.0,3320.0,3390.0,2594.2568359375,55720000
2000-11-16,3400.0,3420.0,3250.0,3280.0,2510.07666015625,37420000
2000-11-17,3180.0,3230.0,3150.0,3220.0,2464.16064453125,36225000
2000-11-20,3160.0,3210.0,3100.0,3100.0,2372.328857421875,26795000
2000-11-21,3080.0,3170.0,2970.0,3160.0,2418.24462890625,51620000
2000-11-22,3100.0,3220.0,3080.0,3140.0,2402.93896484375,37710000
2000-11-23,3140.0,3260.0,3140.0,3210.0,2456.508056640625,44645000
2000-11-24,3310.0,3400.0,3270.0,3400.0,2601.908935546875,45530000
2000-11-27,3600.0,3800.0,3570.0,3780.0,2892.710205078125,100220000
2000-11-28,3650.0,3650.0,3500.0,3520.0,2693.740966796875,59770000
2000-11-29,3300.0,3350.0,3200.0,3220.0,2464.16064453125,54300000
2000-11-30,3220.0,3290.0,3150.0,3240.0,2479.4658203125,63315000
2000-12-01,3080.0,3220.0,3040.0,3180.0,2433.55029296875,96425000
2000-12-04,3220.0,3250.0,3080.0,3100.0,2372.328857421875,51875000
2000-12-05,3160.0,3250.0,3120.0,3240.0,2479.4658203125,58400000
2000-12-06,3410.0,3430.0,3210.0,3210.0,2456.508056640625,95890000
2000-12-07,3210.0,3260.0,3160.0,3260.0,2494.771484375,43020000
2000-12-08,3260.0,3390.0,3260.0,3370.0,2578.95068359375,47575000
2000-12-11,3480.0,3630.0,3480.0,3580.0,2739.6572265625,70575000
2000-12-12,3580.0,3650.0,3500.0,3500.0,2678.43505859375,73745000
2000-12-13,3500.0,3780.0,3500.0,3780.0,2892.710205078125,84140000
2000-12-14,3620.0,3680.0,3560.0,3620.0,2770.267578125,66965000
2000-12-15,3620.0,3640.0,3480.0,3490.0,2670.78271484375,52960000
2000-12-18,3500.0,3590.0,3490.0,3560.0,2724.3515625,34350000
2000-12-19,3560.0,3570.0,3510.0,3530.0,2701.393310546875,25445000
2000-12-20,3420.0,3450.0,3320.0,3340.0,2555.992919921875,53675000
2000-12-21,3120.0,3300.0,3070.0,3240.0,2479.4658203125,76625000
2000-12-22,3240.0,3300.0,3130.0,3140.0,2402.93896484375,63760000
2000-12-25,3140.0,3140.0,3140.0,3140.0,2402.93896484375,0
2000-12-26,3230.0,3240.0,3160.0,3160.0,2418.24462890625,60430000
2000-12-27,3160.0,3160.0,3160.0,3160.0,2418.24462890625,0
2000-12-28,3160.0,3160.0,3160.0,3160.0,2418.24462890625,0
2000-12-29,3160.0,3160.0,3160.0,3160.0,2418.24462890625,0
2001-01-01,3160.0,3160.0,3160.0,3160.0,2418.24462890625,0
2001-01-02,3160.0,3380.0,3140.0,3350.0,2563.645263671875,39455000
2001-01-03,3230.0,3420.0,3220.0,3370.0,2578.95068359375,37855000
2001-01-04,3790.0,3870.0,3660.0,3780.0,2892.710205078125,119910000
2001-01-05,3760.0,3920.0,3700.0,3900.0,2984.542724609375,78135000
2001-01-08,3820.0,3910.0,3780.0,3880.0,2969.238525390625,42295000
2001-01-09,3830.0,3860.0,3710.0,3840.0,2938.626708984375,46280000
2001-01-10,3780.0,3810.0,3700.0,3710.0,2839.1416015625,41235000
2001-01-11,3790.0,3790.0,3640.0,3640.0,2785.572998046875,31410000
2001-01-12,3800.0,3890.0,3770.0,3840.0,2938.626708984375,52900000
2001-01-15,3860.0,4020.0,3840.0,3920.0,2999.84814453125,51460000
2001-01-16,3960.0,4200.0,3850.0,4140.0,3168.20654296875,52065000
2001-01-17,4060.0,4240.0,4060.0,4220.0,3229.42822265625,52570000
2001-01-18,4240.0,4530.0,4240.0,4400.0,3367.17626953125,57685000
2001-01-19,4700.0,4700.0,4520.0,4600.0,3520.229736328125,54245000
2001-01-22,4600.0,4600.0,4470.0,4550.0,3481.966552734375,42250000
2001-01-23,4550.0,4550.0,4550.0,4550.0,3481.966552734375,0
2001-01-24,4550.0,4550.0,4550.0,4550.0,3481.966552734375,0
2001-01-25,4550.0,4550.0,4550.0,4550.0,3481.966552734375,0
2001-01-26,4450.0,4480.0,3970.0,3980.0,3045.763671875,91025000
2001-01-29,4000.0,4100.0,3960.0,4020.0,3076.374755859375,47245000
2001-01-30,4100.0,4170.0,4070.0,4110.0,3145.249267578125,39350000
2001-01-31,4090.0,4400.0,4090.0,4400.0,3367.17626953125,53045000
2001-02-01,4270.0,4420.0,4190.0,4270.0,3267.691650390625,39730000
2001-02-02,4290.0,4390.0,4220.0,4290.0,3282.9970703125,27330000
2001-02-05,4170.0,4200.0,3990.0,4030.0,3084.02685546875,47135000
2001-02-06,3980.0,4020.0,3910.0,4010.0,3068.721435546875,31545000
2001-02-07,3960.0,3990.0,3900.0,3900.0,2984.542724609375,23130000
2001-02-08,3920.0,4060.0,3890.0,4060.0,3106.9853515625,34685000
2001-02-09,4040.0,4100.0,3980.0,4070.0,3114.638427734375,25230000
2001-02-12,3840.0,4050.0,3840.0,3970.0,3038.111328125,36110000
2001-02-13,4040.0,4100.0,3970.0,3980.0,3045.763671875,22295000
2001-02-14,3920.0,4040.0,3900.0,3980.0,3045.763671875,19710000
2001-02-15,4200.0,4210.0,4100.0,4130.0,3160.554443359375,34930000
2001-02-16,4150.0,4310.0,4130.0,4250.0,3252.385986328125,46375000
2001-02-19,4180.0,4210.0,4100.0,4190.0,3206.47021484375,22880000
2001-02-20,4190.0,4280.0,4180.0,4240.0,3244.7333984375,18175000
2001-02-21,4160.0,4200.0,4140.0,4160.0,3183.511962890625,19500000
2001-02-22,4080.0,4100.0,3940.0,4010.0,3068.721435546875,43605000
2001-02-23,3920.0,3970.0,3830.0,3840.0,2938.626708984375,76855000
2001-02-26,3850.0,3860.0,3780.0,3840.0,2938.626708984375,35665000
2001-02-27,3840.0,3940.0,3790.0,3790.0,2900.363037109375,38695000
2001-02-28,3700.0,3780.0,3700.0,3740.0,2862.098876953125,28715000
2001-03-01,3740.0,3740.0,3740.0,3740.0,2862.098876953125,0
2001-03-02,3700.0,3700.0,3580.0,3610.0,2762.614501953125,44500000
2001-03-05,3530.0,3720.0,3530.0,3720.0,2846.794921875,24620000
2001-03-06,3820.0,3850.0,3760.0,3800.0,2908.015625,25500000
2001-03-07,3960.0,4010.0,3900.0,4000.0,3061.0693359375,52640000
2001-03-08,3950.0,4010.0,3910.0,4010.0,3068.721435546875,31360000
2001-03-09,3940.0,3940.0,3820.0,3840.0,2938.626708984375,30800000
2001-03-12,3700.0,3760.0,3650.0,3670.0,2808.53125,38610000
2001-03-13,3570.0,3650.0,3540.0,3640.0,2785.572998046875,33815000
2001-03-14,3640.0,3640.0,3640.0,3640.0,2785.572998046875,0
2001-03-15,3790.0,3930.0,3760.0,3920.0,2999.84814453125,29370000
2001-03-16,3880.0,3920.0,3830.0,3890.0,2976.890625,23315000
2001-03-19,3810.0,3880.0,3770.0,3800.0,2908.015625,24865000
2001-03-20,3900.0,3920.0,3820.0,3820.0,2923.32177734375,21455000
2001-03-21,3720.0,3900.0,3700.0,3870.0,2961.5849609375,40550000
2001-03-22,3980.0,3990.0,3920.0,3980.0,3045.763671875,37465000
2001-03-23,4090.0,4370.0,4080.0,4300.0,3290.648681640625,91755000
2001-03-26,4400.0,4430.0,4340.0,4340.0,3321.260009765625,42870000
2001-03-27,4300.0,4310.0,4120.0,4150.0,3175.859130859375,31345000
2001-03-28,4260.0,4260.0,4150.0,4150.0,3175.859130859375,26075000
2001-03-29,4090.0,4180.0,4040.0,4090.0,3129.944091796875,29920000
2001-03-30,4110.0,4170.0,4040.0,4160.0,3183.511962890625,30100000
2001-04-02,4040.0,4100.0,3960.0,3990.0,3053.416748046875,39140000
2001-04-03,3810.0,3870.0,3790.0,3800.0,2908.015625,46070000
2001-04-04,3700.0,3740.0,3630.0,3660.0,2800.878173828125,62280000
2001-04-05,3660.0,3660.0,3660.0,3660.0,2800.878173828125,0
2001-04-06,3960.0,3960.0,3780.0,3840.0,2938.626708984375,85290000
2001-04-09,3790.0,3810.0,3710.0,3710.0,2839.1416015625,25840000
2001-04-10,3710.0,3740.0,3610.0,3640.0,2785.572998046875,39175000
2001-04-11,3780.0,3800.0,3720.0,3720.0,2846.794921875,44515000
2001-04-12,3940.0,4090.0,3900.0,4010.0,3068.721435546875,73660000
2001-04-13,4100.0,4150.0,4030.0,4060.0,3106.9853515625,38840000
2001-04-16,4060.0,4080.0,3940.0,3940.0,3015.153076171875,10200000
2001-04-17,3920.0,4020.0,3850.0,3970.0,3038.111328125,16815000
2001-04-18,4110.0,4280.0,4070.0,4280.0,3275.34375,47790000
2001-04-19,4620.0,4920.0,4580.0,4700.0,3596.75732421875,131305000
2001-04-20,4720.0,4780.0,4490.0,4490.0,3436.049560546875,44905000
2001-04-23,4490.0,4610.0,4470.0,4540.0,3474.31298828125,31785000
2001-04-24,4410.0,4420.0,4330.0,4400.0,3367.17626953125,31185000
2001-04-25,4340.0,4520.0,4320.0,4520.0,3459.0078125,26345000
2001-04-26,4340.0,4520.0,4320.0,4520.0,3459.0078125,26345000
2001-04-27,4410.0,4450.0,4310.0,4340.0,3321.260009765625,21695000
2001-04-30,4460.0,4620.0,4410.0,4580.0,3504.92431640625,38225000
2001-05-01,4580.0,4580.0,4580.0,4580.0,3504.92431640625,0
2001-05-02,4700.0,4700.0,4540.0,4580.0,3504.92431640625,36510000
2001-05-03,4620.0,4620.0,4490.0,4600.0,3520.229736328125,25895000
2001-05-04,4410.0,4510.0,4410.0,4460.0,3413.092041015625,32805000
2001-05-07,4500.0,4630.0,4480.0,4600.0,3520.229736328125,17945000
2001-05-08,4590.0,4620.0,4520.0,4590.0,3512.577880859375,16825000
2001-05-09,4560.0,4580.0,4490.0,4500.0,3443.70361328125,20695000
2001-05-10,4500.0,4560.0,4440.0,4500.0,3443.70361328125,24620000
2001-05-11,4460.0,4470.0,4400.0,4410.0,3374.828857421875,27705000
2001-05-14,4420.0,4460.0,4400.0,4430.0,3390.134765625,14310000
2001-05-15,4410.0,4450.0,4290.0,4340.0,3321.260009765625,26420000
2001-05-16,4300.0,4370.0,4200.0,4210.0,3221.775146484375,25895000
2001-05-17,4400.0,4430.0,4340.0,4430.0,3390.134765625,24105000
2001-05-18,4380.0,4420.0,4340.0,4410.0,3374.828857421875,18915000
2001-05-21,4500.0,4620.0,4430.0,4580.0,3504.92431640625,28160000
2001-05-22,4720.0,4780.0,4620.0,4620.0,3535.5341796875,48830000
